1417137008740,3.7889480591
1417137008770,2.5959014893
1417137008800,3.0310153961
1417137008830,2.7589797974
1417137008860,2.6850700378
1417137008900,2.690076828
1417137008930,2.1159648895
1417137008960,2.277135849
1417137008990,2.4259090424
1417137009030,2.4390220642
1417137044240,3.9069652557
1417137044270,3.06391716
1417137044300,3.0109882355
1417137044340,3.0028820038
1417137044370,2.8419494629
1417137044410,2.8381347656
1417137044440,2.3829936981
1417137044480,2.4209022522
1417137044510,2.5508403778
1417137044540,2.5589466095
1417137051850,3.6051273346
1417137051880,2.8650760651
1417137051920,2.897977829
1417137051950,2.7420520783
1417137051980,2.6969909668
1417137052010,2.6898384094
1417137052040,2.2549629211
1417137052080,2.3679733276
1417137052110,2.5639533997
1417137052140,2.4960041046
1417137066310,3.7360191345
1417137066340,2.8910636902
1417137066370,2.454996109
1417137066400,2.6631355286
1417137066430,2.580165863
1417137066470,2.4199485779
1417137066500,2.0508766174
1417137066530,2.4700164795
1417137066560,2.2020339966
1417137066590,2.2029876709
1417137075740,3.760099411
1417137075770,3.1108856201
1417137075800,3.0889511108
1417137075830,2.8738975525
1417137075870,2.8719902039
1417137075900,2.8369426727
1417137075930,2.1829605103
1417137075950,2.5720596314
1417137075990,2.7000904083
1417137076010,2.2690296173
