1417137008750,7.6420307159
1417137008790,3.7770271301
1417137008810,3.0379295349
1417137008840,2.9089450836
1417137008880,2.779006958
1417137008910,3.0021667481
1417137008940,3.1390190125
1417137008970,2.790927887
1417137009010,3.0179023743
1417137009040,2.7248859406
1417137044250,7.6141357422
1417137044290,3.7670135498
1417137044320,3.2479763031
1417137044350,3.252029419
1417137044380,2.9470920563
1417137044430,2.7799606323
1417137044460,2.8579235077
1417137044490,2.7170181274
1417137044520,2.9129981995
1417137044560,2.6249885559
1417137051870,7.5311660767
1417137051900,3.573179245
1417137051930,3.0732154846
1417137051960,3.093957901
1417137051990,2.9180049896
1417137052020,4.8170089722
1417137052060,3.8831233978
1417137052090,3.2830238342
1417137052120,3.2858848572
1417137052160,2.9780864716
1417137066320,7.4319839478
1417137066350,3.5948753357
1417137066380,3.0660629273
1417137066410,2.8929710388
1417137066450,2.7530193329
1417137066480,2.5820732117
1417137066510,2.8259754181
1417137066540,2.5901794434
1417137066570,2.9730796814
1417137066610,2.779006958
1417137075750,7.5449943543
1417137075790,3.5438537598
1417137075820,3.0970573425
1417137075850,3.0422210693
1417137075870,3.0088424683
1417137075910,2.9289722443
1417137075940,3.2329559326
1417137075970,2.947807312
1417137076000,3.1700134277
1417137076030,2.7768611908
